b'<s> the sound quality is excellent as well <\\s>',b'The sound quality is excellent as well.'
b'<s> its the best headset i have used <\\s>',b'Its the best headset I have used.'
b'<s> would not reccommend <\\s>',b'Would not reccommend.'
b'<s> they have been around for years and carries the highest quality of anti glare screen protector that i have found to date <\\s>',b'They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.'
b'<s> just what i wanted <\\s>',b'Just what I wanted.'
b'<s> this particular model would not work with my motorola q smartphone <\\s>',b'This particular model would not work with my Motorola Q smartphone.'
b'<s> wont work right or atleast for me <\\s>',b'wont work right or atleast for me.'
b'<s> in addition it feels &amp looks as if the phone is all lightweight cheap plastic <\\s>',b'in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.'
b'<s> but now that it is out of warranty the same problems reoccure bottom line  put your money somewhere else  <\\s> <s> cingular will not support it <\\s>',b'But now that it is out of warranty the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.'
b'<s> great product <\\s>',b'Great product.'
b'<s> crisp and clear <\\s>',b'Crisp and Clear.'
b'<s> after the first charge kept going dead after 12 minutes <\\s>',b'AFter the first charge kept going dead after 12 minutes.'
b'<s> i get absolutely horrible reception in my apartment where with other phones i have not had this problem <\\s>',"b'I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.'"
b'<s> the reception has been generally good <\\s>',b'The reception has been generally good.'
b'<s> excellent sound battery life and inconspicuous to boot <\\s>',"b'Excellent sound, battery life and inconspicuous to boot!.'"
b'<s> i highly recommend this case <\\s>',b'I highly recommend this case.'
b'<s> worthwhile <\\s>',b'WORTHWHILE.'
b'<s> after my phone got to be about a year old it been slowly breaking despite much care on my part <\\s>',"b""After my phone got to be about a year old, it's been slowly breaking despite much care on my part."""
b'<s> i am sorry i made this purchase <\\s>',b'I am sorry I made this purchase.'
b'<s> i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear <\\s>',b'I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.'
b'<s> treo and t mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount <\\s>',b'Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.'
b'<s> it was horrible <\\s>',b'It was horrible!.'
b'<s> i dont think it would hold it too securly on your belt <\\s>',"b""I don't think it would hold it too securly on your belt."""
b'<s> this allows the possibility of double booking for the same date and time after the first <\\s>',b'This allows the possibility of double booking for the same date and time after the first.'
b'<s> they work about 2 weeks then break <\\s>',b'They work about 2 weeks then break.'
b'<s> it is simple to use and i like it <\\s>',b'It is simple to use and I like it.'
b'<s> it a great tool for entertainment communication and data management oh be sure to use activesync 4 2 for optimal data synchronization results <\\s>',"b""It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!"""
b'<s> i cant use this case because the smell is disgusting <\\s>',"b""I can't use this case because the smell is disgusting."""
b'<s> not what i wanted <\\s>',b'NOT WHAT I WANTED.'
b'<s> i own 2 of these cases and would order another <\\s>',b'I own 2 of these cases and would order another.'
b'<s> great phone <\\s>',b'Great Phone.'
b'<s> i bought this battery with a coupon from amazon and im very happy with my purchase <\\s>',"b""I bought this battery with a coupon from Amazon and I'm very happy with my purchase."""
b'<s> the internet access was fine it the rare instance that it worked <\\s>',"b'The internet access was fine, it the rare instance that it worked.'"
b'<s> perfect for the ps3 <\\s>',b'Perfect for the PS3.'
b'<s> five star plus plus <\\s>',"b'Five star Plus, plus.'"
b'<s> $50 down the drain <\\s>',b'$50 Down the drain.'
b'<s> good works fine <\\s>',"b'Good , works fine.'"
b'<s> for the price this was a great deal <\\s>',b'For the price this was a great deal.'
b'<s> yes it shiny on front side and i love it <\\s>',"b""Yes it's shiny on front side - and I love it!"""
b'<s> does not work <\\s>',b'Does Not Work.'
b'<s> at first i thought i was grtting a good deal at $7 44 until i plugged it into my phone v3c razr <\\s>',"b'At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).'"
b'<s> 2 thumbs up to this seller <\\s>',b'2 thumbs up to this seller'
b'<s> i have a verizon lg phone and they work well together good reception and range that exceeds 20 feet line of sight <\\s>',"b'I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.'"
b'<s> improper description  <\\s> <s> i had to return it <\\s>',b'Improper description.... I had to return it.'
b'<s> #1 it works #2 it is comfortable <\\s>',b'#1 It Works - #2 It is Comfortable.'
b'<s> the jabra eargels fit my ears very well <\\s>',b'The Jabra EarGels fit my ears very well.'
b'<s> battery has no life <\\s>',b'Battery has no life.'
b'<s> product is exactly as described <\\s>',b'Product is exactly as described.'
b'<s> gets a signal when other verizon phones wont <\\s>',"b""Gets a signal when other Verizon phones won't."""
b'<s> doesnt do the job <\\s>',"b""Doesn't do the job."""
b'<s> i would recommend it <\\s>',b'I would recommend it.'
b'<s> plan on ordering from them again and again <\\s>',b'Plan on ordering from them again and again.'
b'<s> that being said for a phone the camera is very nice many cool effects to play with and video is decent as well <\\s>',"b'That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.'"
b'<s> i have been very satisfied with this cell phone from day one <\\s>',b'I have been very satisfied with this cell phone from day one.'
b'<s> they keep getting better and better this is my third one and ive had numerous palms too <\\s>',"b""They keep getting better and better (this is my third one and I've had numerous Palms too)."""
b'<s> awkward to use and unreliable <\\s>',b'Awkward to use and unreliable.'
b'<s> the shipping time was also very quick <\\s>',b'The shipping time was also very quick!'
b'<s> not as good as i had hoped <\\s>',b'Not as good as I had hoped.'
b'<s> doesnt work <\\s>',"b""Doesn't Work."""
b'<s> really good product <\\s>',b'Really good product.'
b'<s> unfortunately it did not work <\\s>',b'Unfortunately it did not work.'
b'<s> all three broke within two months of use <\\s>',b'All three broke within two months of use.'
b'<s> dont buy it <\\s>',b'dont buy it.'
b'<s> however the ear pads come off easily and after only one week i lost one <\\s>',"b'However, the ear pads come off easily and after only one week I lost one.'"
b'<s> the calls drop the phone comes on and off at will the screen goes black and the worst of all it stops ringing intermittently <\\s>',"b'The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.'"
b'<s> horrible horrible protector <\\s>',"b'Horrible, horrible protector.'"
b'<s> i dont like this nokia either <\\s>',"b""I don't like this Nokia either."""
b'<s> reaching for the bottom row is uncomfortable and the send and end keys are not where i expect them to be 3 <\\s>',"b'Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.'"
b'<s> i have bought this nokia cell phone a few weeks ago and it was a nightmare <\\s>',b'I have bought this Nokia cell phone a few weeks ago and it was a nightmare.'
b'<s> the only very disappointing thing was there was no speakerphone <\\s>',b'the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!'
b'<s> terrible  <\\s> <s> my car will not accept this cassette <\\s>',b'Terrible.. My car will not accept this cassette.'
b'<s> product is useless since it does not have enough charging current to charge the 2 cellphones i was planning to use it with <\\s>',"b'Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.'"
b'<s> stay away from the q <\\s>',b'Stay Away From the Q!.'
b'<s> used and dirty <\\s>',b'Used and dirty.'
b'<s> very unreliable service from t mobile <\\s>',b'Very unreliable service from T-mobile !'
b'<s> not good enough for the price <\\s>',b'Not good enough for the price.'
b'<s> it looks very nice <\\s>',b'It looks very nice.'
b'<s> this is an excellent tool especially when paired with your phone auto answer <\\s>',"b""This is an excellent tool, especially when paired with your phone's auto-answer."""
b'<s> i have read other reviews here but i havent had any problem with it <\\s>',"b""I have read other's reviews here but I haven't had any problem with it."""
b'<s> comfortable in my hand <\\s>',b'Comfortable in my hand.'
b'<s> just does not work <\\s>',b'Just does not work.'
b'<s> poor reliability <\\s>',b'Poor Reliability.'
b'<s> it works <\\s>',b'(It works!)'
b'<s> terrible product and waste of money <\\s>',"b'Terrible product, and waste of money!'"
b'<s> last time buying from you <\\s>',b'Last time buying from you.'
b'<s> it was a waste of my money <\\s>',b'It was a waste of my money.'
b'<s> so far it has worked like a charm <\\s>',b'So far it has worked like a charm.'
b'<s> i have only had it for a few weeks but so far so good <\\s>',"b'I have only had it for a few weeks, but so far, so good.'"
b'<s> but in any case the best part is you can download these pictures to your laptop using ir or even send pictures from your laptop to the phone <\\s>',"b'But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.'"
b'<s> would recommend this item <\\s>',b'Would recommend this item.'
b'<s> it been my choice headset for years great sound good volume good noise cancellation <\\s>',"b""It's been my choice headset for years.Great sound; good volume; good noise cancellation."""
b'<s> nice case feels good in your hands <\\s>',"b'Nice case, feels good in your hands.'"
b'<s> the item received was counterfeit <\\s>',b'The item received was Counterfeit.'
b'<s> just really good  <\\s> <s> so far probably the best bt headset i have ever had <\\s>',"b'Just really good.. So far, probably the best BT headset I have ever had.'"
b'<s> i received my headset in good time and was happy with it <\\s>',b'I received my headset in good time and was happy with it.'
b'<s> my sister has one also and she loves it <\\s>',b'My sister has one also and she loves it.'
b'<s> good quality <\\s>',b'Good Quality.'
b'<s> this is by far the worst purchase ive made on amazon <\\s>',"b""This is by far the worst purchase I've made on Amazon."""
b'<s> excellent dual purpose headset <\\s>',b'Excellent dual-purpose headset.'
b'<s> excellent <\\s>',b'Excellent!.'
b'<s> does not work for listening to music with the cingular 8125 <\\s>',b'Does not work for listening to music with the cingular 8125.'
b'<s> it seems completely secure both holding on to my belt and keeping the iphone inside <\\s>',"b'It seems completely secure, both holding on to my belt, and keeping the iPhone inside.'"
b'<s> the bottowm line another worthless cheap gimmick from sprint <\\s>',"b'The bottowm line...another worthless, cheap gimmick from Sprint.'"
b'<s> having trouble with volume <\\s>',b'Having trouble with volume.'
b'<s> warning do not buy <\\s>',b'WARNING - DO NOT BUY!!.'
b'<s> when it opens the battery connection is broken and the device is turned off <\\s>',"b'When it opens, the battery connection is broken and the device is turned off.'"
b'<s> i didnt want the clip going over the top of my ear causing discomfort <\\s>',"b""I didn't want the clip going over the top of my ear, causing discomfort."""
b'<s> dont trust their website and dont expect any helpful support <\\s>',"b""Don't trust their website and don't expect any helpful support."""
b'<s> it was that loud glad to say that the plantronics 510 maintains a flawless connection to my cell and with no static during normal use <\\s>',b'It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.'
b'<s> the speaker is of low quality so as making the ring tones sound very cheap <\\s>',b'The speaker is of low quality so as making the ring tones sound very cheap.'
b'<s> excellent product for the price <\\s>',b'Excellent product for the price.'
b'<s> bad reception <\\s>',b'Bad Reception.'
b'<s> this product is very high quality chinese crap <\\s>',b'This product is very High quality Chinese CRAP!!!!!!'
b'<s> it was quite comfortable in the ear <\\s>',b'It was quite comfortable in the ear.'
b'<s> great phone <\\s>',b'Great phone.'
b'<s> everything about this product is wrong first <\\s>',b'Everything about this product is wrong.First'
b'<s> the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature <\\s>',b'The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.'
b'<s> this was utterly confusing at first which caused me to lose a couple of very very important contacts <\\s>',"b'This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.'"
b'<s> the cutouts and buttons are placed perfectly <\\s>',b'The cutouts and buttons are placed perfectly.'
b'<s> i love being able to use one headset for both by land line and cell <\\s>',b'I love being able to use one headset for both by land-line and cell.'
b'<s> problem is that the ear loops are made of weak material and break easily <\\s>',b'Problem is that the ear loops are made of weak material and break easily.'
b'<s> not nearly as good looking as the amazon picture makes it look <\\s>',b'Not nearly as good looking as the AMAZON picture makes it look.'
b'<s> but despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official oem product <\\s>',"b'But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.'"
b'<s> i can hear while im driving in the car and usually dont even have to put it on it loudest setting <\\s>',"b""I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting."""
b'<s> seller shipped quickly and much cheaper than the competitors <\\s>',b'Seller shipped quickly and much cheaper than the competitors.'
b'<s> good show samsung <\\s>',"b'Good show, Samsung.'"
b'<s> so i bought about 10 of these and saved alot of money <\\s>',b'So I bought about 10 of these and saved alot of money.'
b'<s> it always cuts out and makes a beep beep beep sound then says signal failed <\\s>',b'It always cuts out and makes a beep beep beep sound then says signal failed.'
b'<s> couldnt figure it out <\\s>',"b""Couldn't figure it out"""
b'<s> my phone sounded ok not great ok but my wife phone was almost totally unintelligible she couldnt understand a word being said on it <\\s>',"b""My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it."""
b'<s> while i managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop <\\s>',"b'While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.'"
b'<s> leopard print is wonderfully wild <\\s>',b'Leopard Print is wonderfully wild!.'
b'<s> works for me <\\s>',b'Works for me.'
b'<s> saggy floppy piece of junk <\\s>',"b'Saggy, floppy piece of junk.'"
b'<s> much better than the hard plastic cases <\\s>',b'much better than the hard plastic cases.'
b'<s> it also had a new problem <\\s>',b'It also had a new problem.'
b'<s> happy so far <\\s>',b'Happy so far!.'
b'<s> cool phone <\\s>',b'cool phone.'
b'<s> works good <\\s>',b'Works good.'
b'<s> motorola finally got the voice quality of a bluetooth headset right <\\s>',b'Motorola finally got the voice quality of a bluetooth headset right.'
b'<s> makes it easier to keep up with my bluetooth when im not wearing it <\\s>',"b""Makes it easier to keep up with my bluetooth when I'm not wearing it."""
b'<s> as i said above pretty useless <\\s>',b'As I said above....PRETTY USELESS!'
b'<s> never got it <\\s>',b'Never got it!!!!!'
b'<s> this pair of headphones is the worst that i have ever had sound wise <\\s>',b'This pair of headphones is the worst that I have ever had sound-wise.'
b'<s> does not charge the cingular att 8525 phone <\\s>',b'Does not charge the Cingular (ATT) 8525 phone.'
b'<s> you get extra minutes so that you can carry out the call and not get cut off  1 however after about a year the fliptop started to get loose and wobbly and eventually my screen went black and i couldnt receive and place calls  0 i kept catching the cable on the seat and i had to pull the phone out to turn it on an off  0 the headset fulfills my requirements so i am happy with my purchase  1 logitech bluetooth headset is a 10  1 i like the fact that it rests lightly against your ear rather than inside  1 a lot of websites have been rating this a very good phone and so do i  1 i have tried these cables with my computer and my ipod and it works just fine  1 the mic there is a joke and the volume is quite low  0 im returning them  0 i does not maintain a connection with the computer while it is on my lap  0 it is easy to turn on and off when you are in the car and the volume controls are quite accessable  1 i have had mine for about a year and this christmas i bought some for the rest of the family  1 otherwise easy to install and use clear sound  1 nice leather  1 i had to purchase a different case  0 it is a joy to use  1 very much disappointed with this company  0 very satisifed with that  1 it didnt charge for me  0 this is the phone to get for 2005  <\\s> <s> i just bought my s710a and all i can say is wow 1 buttons are too small  0 just reading on the specs alone makes you say wow  1 love it  <\\s> <s> great armband  1 i really like this product over the motorola because it is allot clearer on the ear piece and the mic  1 however the keypads are so tinny that i sometimes reach the wrong buttons  0 i exchanged the sony ericson z500a for this and im pretty happy with that decision  1 i was very impressed with the price of the cases  1 also makes it easier to hold on to  1 i use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great 1 it pretty easy  1 i cannot make calls at certain places  0 however my girl was complain that some time the phone doesnt wake up like normal phone does  0 beautiful styling though  1 this company charge me a restocking fee and still not given me my refund back  0 im trying to return it for a refund  0 i plugged it in only to find out not a darn thing worked  0 excellent product  1 earbud piece breaks easily  0 lousy product  0 this phone tries very hard to do everything but fails at it very ability to be a phone  0 it is the best charger i have seen on the market yet  1 sweetest phone 1 oh the charger seems to work fine  1 it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal  1 not enough volume  0 echo problem very unsatisfactory 0 you could only take 2 videos at a time and the quality was very poor  0 dont waste your money  0 i am going to have to be the first to negatively review this product  0 adapter does not provide enough charging current  0 there was so much hype over this phone that i assumed it was the best my mistake  0 you also cannot take pictures with it in the case because the lense is covered  0 phone falls out easily  0 it didnt work people can not hear me when i talk  0 the text messaging feature is really tricky to use  0 im really disappointed all i have now is a charger that doesnt work  0 painful on the ear  0 lasted one day and then blew up  0 disappointed  0 kind of flops around  0 the screen does get smudged easily because it touches your ear and face  0 what a piece of junk  <\\s> <s> i lose more calls on this phone  0 item does not match picture  0 the only thing that disappoint me is the infra red port irda  0 you can not answer calls with the unit never worked once 0 <\\s>',"b""You get extra minutes so that you can carry out the call and not get cut off.\t1\nHowever, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.\t0\nI kept catching the cable on the seat and I had to pull the phone out to turn it on an off.\t0\nThe headset fulfills my requirements so I am happy with my purchase.\t1\nLogitech Bluetooth Headset is a 10!.\t1\nI like the fact that it rests lightly against your ear, rather than inside.\t1\nA lot of websites have been rating this a very good phone and so do I.\t1\nI have tried these cables with my computer and my iPod and it works just fine.\t1\nThe mic there is a joke, and the volume is quite low.\t0\nI'm returning them.\t0\nI does not maintain a connection with the computer while it is on my lap.\t0\nIt is easy to turn on and off when you are in the car and the volume controls are quite accessable.\t1\nI have had mine for about a year and this Christmas I bought some for the rest of the family.\t1\nOtherwise, easy to install and use, clear sound.\t1\nnice leather.\t1\nI had to purchase a different case.\t0\nIt is a joy to use.\t1\nVery much disappointed with this company.\t0\nVery satisifed with that.\t1\nIt didn't charge for me.\t0\nThis is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!\t1\nButtons are too small.\t0\nJust reading on the specs alone makes you say WOW.\t1\nLove it.. Great armband.\t1\nI really like this product over the Motorola because it is allot clearer on the ear piece and the mic.\t1\nHowever, the keypads are so tinny that I sometimes reach the wrong buttons.\t0\nI exchanged the sony ericson z500a for this and I'm pretty happy with that decision.\t1\nI was very impressed with the price of the cases.\t1\nAlso makes it easier to hold on to.\t1\nI use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!\t1\nIt's pretty easy.\t1\nI cannot make calls at certain places.\t0\nhowever, my girl was complain that some time the phone doesn't wake up like normal phone does.\t0\nBeautiful styling though.\t1\nThis company charge me a restocking fee and still not given me my refund back.\t0\nI'm trying to return it for a refund.\t0\nI plugged it in only to find out not a darn thing worked.\t0\nExcellent product.\t1\nEarbud piece breaks easily.\t0\nLousy product.\t0\nThis phone tries very hard to do everything but fails at it's very ability to be a phone.\t0\nIt is the best charger I have seen on the market yet.\t1\nSWEETEST PHONE!!!\t1\n:-)Oh, the charger seems to work fine.\t1\nIt fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.\t1\nNot enough volume.\t0\nEcho Problem....Very unsatisfactory\t0\nyou could only take 2 videos at a time and the quality was very poor.\t0\ndon't waste your money.\t0\nI am going to have to be the first to negatively review this product.\t0\nAdapter does not provide enough charging current.\t0\nThere was so much hype over this phone that I assumed it was the best, my mistake.\t0\nYou also cannot take pictures with it in the case because the lense is covered.\t0\nPhone falls out easily.\t0\nIt didn't work, people can not hear me when I talk.\t0\nThe text messaging feature is really tricky to use.\t0\nI'm really disappointed all I have now is a charger that doesn't work.\t0\nPainful on the ear.\t0\nLasted one day and then blew up.\t0\ndisappointed.\t0\nKind of flops around.\t0\nThe screen does get smudged easily because it touches your ear and face.\t0\nWhat a piece of junk.. I lose more calls on this phone.\t0\nItem Does Not Match Picture.\t0\nThe only thing that disappoint me is the infra red port (irda).\t0\nYou can not answer calls with the unit, never worked once!\t0\n"""
b'<s> a very very very slow moving aimless movie about a distressed drifting young man  <\\s>',"b'A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  '"
b'<s> not sure who was more lost the flat characters or the audience nearly half of whom walked out  <\\s>',"b'Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  '"
b'<s> very little music or anything to speak of  <\\s>',b'Very little music or anything to speak of.  '
b'<s> the best scene in the movie was when gerardo is trying to find a song that keeps running through his head  <\\s>',b'The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  '
b'<s> the rest of the movie lacks art charm meaning  <\\s> <s> if it about emptiness it works i guess because it empty  <\\s>',"b""The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  """
b'<s> wasted two hours  <\\s>',b'Wasted two hours.  '
b'<s> saw the movie today and thought it was a good effort good messages for kids  <\\s>',"b'Saw the movie today and thought it was a good effort, good messages for kids.  '"
b'<s> loved the casting of jimmy buffet as the science teacher  <\\s>',b'Loved the casting of Jimmy Buffet as the science teacher.  '
b'<s> and those baby owls were adorable  <\\s>',b'And those baby owls were adorable.  '
b'<s> the movie showed a lot of florida at it best made it look very appealing  <\\s>',"b""The movie showed a lot of Florida at it's best, made it look very appealing.  """
b'<s> the songs were the best and the muppets were so hilarious  <\\s>',b'The Songs Were The Best And The Muppets Were So Hilarious.  '
b'<s> it was so cool  <\\s>',b'It Was So Cool.  '
b'<s> this is a very right on case movie that delivers everything almost right in your face  <\\s>',b'This is a very right on case movie that delivers everything almost right in your face.  '
b'<s> it had some average acting from the main person and it was a low budget as you clearly can see  <\\s>',"b'It had some average acting from the main person, and it was a low budget as you clearly can see.  '"
b'<s> ill put this gem up against any movie in terms of screenplay cinematography acting post production editing directing or any other aspect of film making  <\\s>',"b""I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  """
b'<s> i can think of no other film where something vitally important occurs every other minute  <\\s>',b'I can think of no other film where something vitally important occurs every other minute.  '
b'<s> in other words the content level of this film is enough to easily fill a dozen other films  <\\s>',"b'In other words, the content level of this film is enough to easily fill a dozen other films.  '"
b'<s> how can anyone in their right mind ask for anything more from a movie than this <\\s>',b'How can anyone in their right mind ask for anything more from a movie than this?  '
b'<s> it quite simply the highest most superlative form of cinema imaginable  <\\s>',"b""It's quite simply the highest, most superlative form of cinema imaginable.  """
b'<s> yes this film does require a rather significant amount of puzzle solving but the pieces fit together to create a beautiful picture  <\\s>',"b'Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  '"
b'<s> this short film certainly pulls no punches  <\\s>',b'This short film certainly pulls no punches.  '
b'<s> graphics is far from the best part of the game  <\\s>',b'Graphics is far from the best part of the game.  '
b'<s> this is the number one best th game in the series  <\\s>',b'This is the number one best TH game in the series.  '
b'<s> it deserves strong love  <\\s>',b'It deserves strong love.  '
b'<s> it is an insane game  <\\s>',b'It is an insane game.  '
b'<s> there are massive levels massive unlockable characters  it just a massive game  <\\s>',"b""There are massive levels, massive unlockable characters... it's just a massive game.  """
b'<s> waste your money on this game  <\\s>',b'Waste your money on this game.  '
b'<s> this is the kind of money that is wasted properly  <\\s>',b'This is the kind of money that is wasted properly.  '
b'<s> today the graphics are crap  <\\s>',b'Today the graphics are crap.  '
b'<s> as they say in canada this is the fun game aye  <\\s>',"b'As they say in Canada, This is the fun game, aye.  '"
b'<s> this game rocks  <\\s>',b'This game rocks.  '
b'<s> buy it play it enjoy it love it  <\\s>',"b'Buy it, play it, enjoy it, love it.  '"
b'<s> it pure brilliance  <\\s>',"b""It's PURE BRILLIANCE.  """
b'<s> this was a flick doomed from its conception  <\\s>',b'This was a flick doomed from its conception.  '
b'<s> the very idea of it was lame take a minor character from a mediocre pg 13 film and make a complete non sequel while changing its tone to a pg rated family movie  <\\s>',"b'The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  '"
b'<s> i wasnt the least bit interested  <\\s>',"b""I wasn't the least bit interested.  """
b'<s> not only did it only confirm that the film would be unfunny and generic but it also managed to give away the entire movie and im not exaggerating every moment every plot point every joke is told in the trailer  <\\s>',"b""Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  """
b'<s> but it just not funny  <\\s>',"b""But it's just not funny.  """
b'<s> but even the talented carrell cant save this  <\\s>',"b""But even the talented Carrell can't save this.  """
b'<s> his co stars dont fare much better with people like morgan freeman jonah hill and ed helms just wasted  <\\s>',"b""His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  """
b'<s> the story itself is just predictable and lazy  <\\s>',b'The story itself is just predictable and lazy.  '
b'<s> the only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious blue green screen work ive ever seen  <\\s>',"b""The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  """
b'<s> but whatever it was that cost them so much it didnt translate to quality that for sure  <\\s>',"b""But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  """
b'<s> the film succeeds despite or perhaps because of an obviously meagre budget  <\\s>',"b'The film succeeds despite, or perhaps because of, an obviously meagre budget.  '"
b'<s> in addition to having one of the most lovely songs ever written french cancan also boasts one of the cutest leading ladies ever to grace the screen  <\\s>',"b'In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  '"
b'<s> it hard not to fall head over heels in love with that girl  <\\s>',"b""It's hard not to fall head-over-heels in love with that girl.  """
b'<s> on the negative it insipid enough to cause regret for another 2 hours of life wasted in front of the screen  <\\s>',"b""On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  """
b'<s> long whiny and pointless  <\\s>',"b'Long, whiny and pointless.  '"
b'<s> but i recommend waiting for their future efforts let this one go  <\\s>',"b'But I recommend waiting for their future efforts, let this one go.  '"
b'<s> excellent cast story line performances  <\\s>',"b'Excellent cast, story line, performances.  '"
b'<s> totally believable  <\\s>',b'Totally believable.  '
b'<s> all in all i give this one a resounding 9 out of 10  <\\s>',b'All in all I give this one a resounding 9 out of 10.  '
b'<s> i do think tom hanks is a good actor  <\\s>',b'I do think Tom Hanks is a good actor.  '
b'<s> i enjoyed reading this book to my children when they were little  <\\s>',b'I enjoyed reading this book to my children when they were little.  '
b'<s> i was very disappointed in the movie  <\\s>',b'I was very disappointed in the movie.  '
b'<s> one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard  <\\s>',b'One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  '
b'<s> there is a totally unnecessary train roller coaster scene  <\\s>',b'There is a totally unnecessary train/roller coaster scene.  '
b'<s> there was absolutely no warmth or charm to these scenes or characters  <\\s>',b'There was absolutely no warmth or charm to these scenes or characters.  '
b'<s> this movie totally grates on my nerves  <\\s>',b'This movie totally grates on my nerves.  '
b'<s> the performances are not improved by improvisation because the actors now have twice as much to worry about not only whether theyre delivering the line well but whether the line itself is any good  <\\s>',"b""The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  """
b'<s> and quite honestly often its not very good  <\\s>',"b'And, quite honestly, often its not very good.  '"
b'<s> often the dialogue doesnt really follow from one line to another or fit the surroundings  <\\s>',"b""Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  """
b'<s> it crackles with an unpredictable youthful energy but honestly i found it hard to follow and concentrate on it meanders so badly  <\\s>',"b'It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  '"
b'<s> there are some generally great things in it  <\\s>',b'There are some generally great things in it.  '
b'<s> i wouldnt say theyre worth 2 hours of your time though  <\\s>',"b""I wouldn't say they're worth 2 hours of your time, though.  """
b'<s> the suspense builders were good & just cross the line from g to pg  <\\s>',"b'The suspense builders were good, & just cross the line from G to PG.  '"
b'<s> i especially liked the non cliche choices with the parents in other movies i could predict the dialog verbatim but the writing in this movie made better selections  <\\s>',"b'I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  '"
b'<s> if you want a movie that not gross but gives you some chills this is a great choice  <\\s>',"b""If you want a movie that's not gross but gives you some chills, this is a great choice.  """
b'<s> he is an amazing film artist one of the most important whoever lived  <\\s>',"b'He is an amazing film artist, one of the most important whoever lived.  '"
